case_id,standard_name,question,expected_outcome,question_type,scenario
v3_edge_0074_02_ready_42d9bb4f28,FRS 101,"Applying FRS 101, recognition criteria are only marginally met at year-end. What additional evidence is needed before recognition is appropriate?",READY,ready,recognition_threshold_uncertain
v3_edge_0074_03_ready_dc5ee3e4c7,FRS 101,"For FRS 101, management argues for one measurement basis while audit analytics suggest another. How should the basis be determined and defended?",READY,ready,measurement_basis_dispute
v3_edge_0074_04_ready_9427fc79b1,FRS 101,"Under FRS 101, business purpose changed mid-period and management reclassified the item. When is reclassification appropriate and what documentation is essential?",READY,ready,classification_reclassification_edge
v3_edge_0074_05_ready_f2fa6fd025,FRS 101,"Applying FRS 101, a transfer retained certain risks while passing legal title. How should derecognition be assessed in this mixed fact pattern?",READY,ready,derecognition_transfer_ambiguity
v3_edge_0074_06_ready_99510e5258,FRS 101,"For FRS 101, contract terms include a non-standard embedded feature. How should separation, classification, and measurement implications be evaluated?",READY,ready,embedded_feature_edge
v3_edge_0074_07_ready_45b8b61095,FRS 101,"In FRS 101, management changed an available accounting policy option from prior year. How should consistency and comparability impacts be assessed?",READY,ready,policy_option_consistency
v3_edge_0074_08_ready_19d54ba1c5,FRS 101,"Under FRS 101, two external pricing sources provide materially different inputs. How should reliability be assessed and the final estimate selected?",READY,ready,fair_value_input_conflict
v3_edge_0074_09_ready_ed03264c4c,FRS 101,"Applying FRS 101, indicators are mixed on whether an impairment-related trigger occurred. How should management judgement be challenged?",READY,ready,impairment_trigger_judgement
v3_edge_0074_10_ready_c2a91ddba2,FRS 101,"For FRS 101, macroeconomic scenarios changed significantly late in the period. How should weighting choices be tested for bias?",READY,ready,macro_scenario_weighting
v3_edge_0074_11_clarification_38807dd973,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0074_12_clarification_dff55f46e9,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0074_13_clarification_1450d2c16b,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0074_14_clarification_da7e3fc95e,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0074_15_clarification_feedd0d522,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0074_16_clarification_d82283d9a9,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0074_17_clarification_837d04b2d6,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0074_18_clarification_6abdbfda1a,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0074_19_clarification_5cf5aedc68,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0074_20_clarification_0983d7608a,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0075_01_ready_8d3d31f033,FRS 101,"Under FRS 101, a transaction appears partially inside and partially outside scope. How should the boundary be determined, and what facts would change the conclusion?",READY,ready,scope_boundary_conflict
v3_edge_0075_02_ready_01621507ba,FRS 101,"Applying FRS 101, recognition criteria are only marginally met at year-end. What additional evidence is needed before recognition is appropriate?",READY,ready,recognition_threshold_uncertain
v3_edge_0075_03_ready_516c1fc668,FRS 101,"For FRS 101, management argues for one measurement basis while audit analytics suggest another. How should the basis be determined and defended?",READY,ready,measurement_basis_dispute
v3_edge_0075_04_ready_53e6d7988b,FRS 101,"Under FRS 101, business purpose changed mid-period and management reclassified the item. When is reclassification appropriate and what documentation is essential?",READY,ready,classification_reclassification_edge
v3_edge_0075_05_ready_ce0222c2d5,FRS 101,"Applying FRS 101, a transfer retained certain risks while passing legal title. How should derecognition be assessed in this mixed fact pattern?",READY,ready,derecognition_transfer_ambiguity
v3_edge_0075_06_ready_4dcf995cb2,FRS 101,"For FRS 101, contract terms include a non-standard embedded feature. How should separation, classification, and measurement implications be evaluated?",READY,ready,embedded_feature_edge
v3_edge_0075_07_ready_4ddfdc5af0,FRS 101,"In FRS 101, management changed an available accounting policy option from prior year. How should consistency and comparability impacts be assessed?",READY,ready,policy_option_consistency
v3_edge_0075_08_ready_257e494519,FRS 101,"Under FRS 101, two external pricing sources provide materially different inputs. How should reliability be assessed and the final estimate selected?",READY,ready,fair_value_input_conflict
v3_edge_0075_09_ready_a258af93fd,FRS 101,"Applying FRS 101, indicators are mixed on whether an impairment-related trigger occurred. How should management judgement be challenged?",READY,ready,impairment_trigger_judgement
v3_edge_0075_10_ready_5aecb2a6d1,FRS 101,"For FRS 101, macroeconomic scenarios changed significantly late in the period. How should weighting choices be tested for bias?",READY,ready,macro_scenario_weighting
v3_edge_0075_11_clarification_003803437e,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0075_12_clarification_00c7befcb2,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0075_13_clarification_8f61d90028,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0075_14_clarification_d65355e2b0,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0075_15_clarification_07bf4ee554,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0075_16_clarification_5d14df2d54,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0075_17_clarification_ca65b22a3c,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0075_18_clarification_592b0a2bed,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0075_19_clarification_b70195d785,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0075_20_clarification_0684bba2ef,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0076_01_ready_ce1da55f29,FRS 102,"Under FRS 102, a transaction appears partially inside and partially outside scope. How should the boundary be determined, and what facts would change the conclusion?",READY,ready,scope_boundary_conflict
v3_edge_0076_02_ready_c23ad61aa0,FRS 102,"Applying FRS 102, recognition criteria are only marginally met at year-end. What additional evidence is needed before recognition is appropriate?",READY,ready,recognition_threshold_uncertain
v3_edge_0076_03_ready_a988e8faf8,FRS 102,"For FRS 102, management argues for one measurement basis while audit analytics suggest another. How should the basis be determined and defended?",READY,ready,measurement_basis_dispute
v3_edge_0076_04_ready_650817b672,FRS 102,"Under FRS 102, business purpose changed mid-period and management reclassified the item. When is reclassification appropriate and what documentation is essential?",READY,ready,classification_reclassification_edge
v3_edge_0076_05_ready_034494cee2,FRS 102,"Applying FRS 102, a transfer retained certain risks while passing legal title. How should derecognition be assessed in this mixed fact pattern?",READY,ready,derecognition_transfer_ambiguity
v3_edge_0076_06_ready_1f22741eba,FRS 102,"For FRS 102, contract terms include a non-standard embedded feature. How should separation, classification, and measurement implications be evaluated?",READY,ready,embedded_feature_edge
v3_edge_0076_07_ready_05aef2c9bd,FRS 102,"In FRS 102, management changed an available accounting policy option from prior year. How should consistency and comparability impacts be assessed?",READY,ready,policy_option_consistency
v3_edge_0076_08_ready_30baf20c75,FRS 102,"Under FRS 102, two external pricing sources provide materially different inputs. How should reliability be assessed and the final estimate selected?",READY,ready,fair_value_input_conflict
v3_edge_0076_09_ready_864c1f0aa6,FRS 102,"Applying FRS 102, indicators are mixed on whether an impairment-related trigger occurred. How should management judgement be challenged?",READY,ready,impairment_trigger_judgement
v3_edge_0076_10_ready_d35683aeb9,FRS 102,"For FRS 102, macroeconomic scenarios changed significantly late in the period. How should weighting choices be tested for bias?",READY,ready,macro_scenario_weighting
v3_edge_0076_11_clarification_d0a4e4ba27,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0076_12_clarification_d379452dc8,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0076_13_clarification_c84d0f0cbb,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0076_14_clarification_d47d689923,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0076_15_clarification_b0e46105c3,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0076_16_clarification_1d7dace379,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0076_17_clarification_c93d5d1426,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0076_18_clarification_8993c8d5cf,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0076_19_clarification_3b05c42fc0,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0076_20_clarification_5ba4b8d4e1,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0077_01_ready_3bc4ff4bca,FRS 101,"Under FRS 101, a transaction appears partially inside and partially outside scope. How should the boundary be determined, and what facts would change the conclusion?",READY,ready,scope_boundary_conflict
v3_edge_0077_02_ready_a32c5a5e3a,FRS 101,"Applying FRS 101, recognition criteria are only marginally met at year-end. What additional evidence is needed before recognition is appropriate?",READY,ready,recognition_threshold_uncertain
v3_edge_0077_03_ready_90f523d91b,FRS 101,"For FRS 101, management argues for one measurement basis while audit analytics suggest another. How should the basis be determined and defended?",READY,ready,measurement_basis_dispute
v3_edge_0077_04_ready_3a75772eb7,FRS 101,"Under FRS 101, business purpose changed mid-period and management reclassified the item. When is reclassification appropriate and what documentation is essential?",READY,ready,classification_reclassification_edge
v3_edge_0077_05_ready_6ea1727197,FRS 101,"Applying FRS 101, a transfer retained certain risks while passing legal title. How should derecognition be assessed in this mixed fact pattern?",READY,ready,derecognition_transfer_ambiguity
v3_edge_0077_06_ready_e64f5e142b,FRS 101,"For FRS 101, contract terms include a non-standard embedded feature. How should separation, classification, and measurement implications be evaluated?",READY,ready,embedded_feature_edge
v3_edge_0077_07_ready_3381963c5f,FRS 101,"In FRS 101, management changed an available accounting policy option from prior year. How should consistency and comparability impacts be assessed?",READY,ready,policy_option_consistency
v3_edge_0077_08_ready_4426e3ec07,FRS 101,"Under FRS 101, two external pricing sources provide materially different inputs. How should reliability be assessed and the final estimate selected?",READY,ready,fair_value_input_conflict
v3_edge_0077_09_ready_e5aa0f84a1,FRS 101,"Applying FRS 101, indicators are mixed on whether an impairment-related trigger occurred. How should management judgement be challenged?",READY,ready,impairment_trigger_judgement
v3_edge_0077_10_ready_fc5c5497ea,FRS 101,"For FRS 101, macroeconomic scenarios changed significantly late in the period. How should weighting choices be tested for bias?",READY,ready,macro_scenario_weighting
v3_edge_0077_11_clarification_066a741d2a,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0077_12_clarification_2073eafdd9,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0077_13_clarification_d562fbea00,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0077_14_clarification_aa6fd11904,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0077_15_clarification_86a8b113ec,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0077_16_clarification_17d04ffc58,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0077_17_clarification_f4f34f4ff2,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0077_18_clarification_dff8807737,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0077_19_clarification_2baaf81a85,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0077_20_clarification_3c2dd4be84,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0078_01_ready_17932ffb16,FRS 102,"Under FRS 102, a transaction appears partially inside and partially outside scope. How should the boundary be determined, and what facts would change the conclusion?",READY,ready,scope_boundary_conflict
v3_edge_0078_02_ready_cb2ca5271a,FRS 102,"Applying FRS 102, recognition criteria are only marginally met at year-end. What additional evidence is needed before recognition is appropriate?",READY,ready,recognition_threshold_uncertain
v3_edge_0078_03_ready_8a9b91b628,FRS 102,"For FRS 102, management argues for one measurement basis while audit analytics suggest another. How should the basis be determined and defended?",READY,ready,measurement_basis_dispute
v3_edge_0078_04_ready_4a1515c235,FRS 102,"Under FRS 102, business purpose changed mid-period and management reclassified the item. When is reclassification appropriate and what documentation is essential?",READY,ready,classification_reclassification_edge
v3_edge_0078_05_ready_72c5a07eec,FRS 102,"Applying FRS 102, a transfer retained certain risks while passing legal title. How should derecognition be assessed in this mixed fact pattern?",READY,ready,derecognition_transfer_ambiguity
v3_edge_0078_06_ready_03a21fd03c,FRS 102,"For FRS 102, contract terms include a non-standard embedded feature. How should separation, classification, and measurement implications be evaluated?",READY,ready,embedded_feature_edge
v3_edge_0078_07_ready_66608fb33a,FRS 102,"In FRS 102, management changed an available accounting policy option from prior year. How should consistency and comparability impacts be assessed?",READY,ready,policy_option_consistency
v3_edge_0078_08_ready_a88f3884fa,FRS 102,"Under FRS 102, two external pricing sources provide materially different inputs. How should reliability be assessed and the final estimate selected?",READY,ready,fair_value_input_conflict
v3_edge_0078_09_ready_25e673ae3b,FRS 102,"Applying FRS 102, indicators are mixed on whether an impairment-related trigger occurred. How should management judgement be challenged?",READY,ready,impairment_trigger_judgement
v3_edge_0078_10_ready_51dfbcb533,FRS 102,"For FRS 102, macroeconomic scenarios changed significantly late in the period. How should weighting choices be tested for bias?",READY,ready,macro_scenario_weighting
v3_edge_0078_11_clarification_2f49b869bb,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0078_12_clarification_d5011d9ed4,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0078_13_clarification_e1f0d6bfd3,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0078_14_clarification_e9fc2ca998,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0078_15_clarification_eee23ad694,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0078_16_clarification_2ec521626a,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0078_17_clarification_82f30593a3,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0078_18_clarification_fa3338c91f,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0078_19_clarification_e37debae32,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0078_20_clarification_c2560977a8,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0079_01_ready_53610ac68a,FRS 101,"Under FRS 101, a transaction appears partially inside and partially outside scope. How should the boundary be determined, and what facts would change the conclusion?",READY,ready,scope_boundary_conflict
v3_edge_0079_02_ready_1f35d0f1d3,FRS 101,"Applying FRS 101, recognition criteria are only marginally met at year-end. What additional evidence is needed before recognition is appropriate?",READY,ready,recognition_threshold_uncertain
v3_edge_0079_03_ready_c20c059aba,FRS 101,"For FRS 101, management argues for one measurement basis while audit analytics suggest another. How should the basis be determined and defended?",READY,ready,measurement_basis_dispute
v3_edge_0079_04_ready_b948ee27f0,FRS 101,"Under FRS 101, business purpose changed mid-period and management reclassified the item. When is reclassification appropriate and what documentation is essential?",READY,ready,classification_reclassification_edge
v3_edge_0079_05_ready_a45c838d1a,FRS 101,"Applying FRS 101, a transfer retained certain risks while passing legal title. How should derecognition be assessed in this mixed fact pattern?",READY,ready,derecognition_transfer_ambiguity
v3_edge_0079_06_ready_c32bbf1ae0,FRS 101,"For FRS 101, contract terms include a non-standard embedded feature. How should separation, classification, and measurement implications be evaluated?",READY,ready,embedded_feature_edge
v3_edge_0079_07_ready_7948c95d3b,FRS 101,"In FRS 101, management changed an available accounting policy option from prior year. How should consistency and comparability impacts be assessed?",READY,ready,policy_option_consistency
v3_edge_0079_08_ready_4b1cfb5162,FRS 101,"Under FRS 101, two external pricing sources provide materially different inputs. How should reliability be assessed and the final estimate selected?",READY,ready,fair_value_input_conflict
v3_edge_0079_09_ready_5f4589aceb,FRS 101,"Applying FRS 101, indicators are mixed on whether an impairment-related trigger occurred. How should management judgement be challenged?",READY,ready,impairment_trigger_judgement
v3_edge_0079_10_ready_928709652a,FRS 101,"For FRS 101, macroeconomic scenarios changed significantly late in the period. How should weighting choices be tested for bias?",READY,ready,macro_scenario_weighting
v3_edge_0079_11_clarification_200a9ca4c0,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0079_12_clarification_37e86f60cd,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0079_13_clarification_da3a05c991,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0079_14_clarification_7b2b619b13,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0079_15_clarification_f48207dc56,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0079_16_clarification_4a1e98aefc,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0079_17_clarification_6c280d6c7c,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0079_18_clarification_247707d7ee,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0079_19_clarification_37b4557c9c,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0079_20_clarification_20b7e8354b,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0080_01_ready_1067154f5e,FRS 101,"Under FRS 101, a transaction appears partially inside and partially outside scope. How should the boundary be determined, and what facts would change the conclusion?",READY,ready,scope_boundary_conflict
v3_edge_0080_02_ready_ecb6625a27,FRS 101,"Applying FRS 101, recognition criteria are only marginally met at year-end. What additional evidence is needed before recognition is appropriate?",READY,ready,recognition_threshold_uncertain
v3_edge_0080_03_ready_1a844566e4,FRS 101,"For FRS 101, management argues for one measurement basis while audit analytics suggest another. How should the basis be determined and defended?",READY,ready,measurement_basis_dispute
v3_edge_0080_04_ready_46a4d4b65a,FRS 101,"Under FRS 101, business purpose changed mid-period and management reclassified the item. When is reclassification appropriate and what documentation is essential?",READY,ready,classification_reclassification_edge
v3_edge_0080_05_ready_465257578e,FRS 101,"Applying FRS 101, a transfer retained certain risks while passing legal title. How should derecognition be assessed in this mixed fact pattern?",READY,ready,derecognition_transfer_ambiguity
v3_edge_0080_06_ready_da164c4f7b,FRS 101,"For FRS 101, contract terms include a non-standard embedded feature. How should separation, classification, and measurement implications be evaluated?",READY,ready,embedded_feature_edge
v3_edge_0080_07_ready_c56584e32d,FRS 101,"In FRS 101, management changed an available accounting policy option from prior year. How should consistency and comparability impacts be assessed?",READY,ready,policy_option_consistency
v3_edge_0080_08_ready_3ce1beecce,FRS 101,"Under FRS 101, two external pricing sources provide materially different inputs. How should reliability be assessed and the final estimate selected?",READY,ready,fair_value_input_conflict
v3_edge_0080_09_ready_9d40d48af2,FRS 101,"Applying FRS 101, indicators are mixed on whether an impairment-related trigger occurred. How should management judgement be challenged?",READY,ready,impairment_trigger_judgement
v3_edge_0080_10_ready_e9e6e92d77,FRS 101,"For FRS 101, macroeconomic scenarios changed significantly late in the period. How should weighting choices be tested for bias?",READY,ready,macro_scenario_weighting
v3_edge_0080_11_clarification_082c3d28fb,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0080_12_clarification_41d9d7f172,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0080_13_clarification_775fadd7c9,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0080_14_clarification_9885a04a6f,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0080_15_clarification_54ff93ca36,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0080_16_clarification_dfabcc5882,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0080_17_clarification_bfc120e65a,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0080_18_clarification_102f6fdf6d,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0080_19_clarification_29a9af8bd8,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0080_20_clarification_eb872e3b06,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0081_01_ready_46f02299c7,FRS 101,"Under FRS 101, a transaction appears partially inside and partially outside scope. How should the boundary be determined, and what facts would change the conclusion?",READY,ready,scope_boundary_conflict
v3_edge_0081_02_ready_fc03a25195,FRS 101,"Applying FRS 101, recognition criteria are only marginally met at year-end. What additional evidence is needed before recognition is appropriate?",READY,ready,recognition_threshold_uncertain
v3_edge_0081_03_ready_61e765b1ac,FRS 101,"For FRS 101, management argues for one measurement basis while audit analytics suggest another. How should the basis be determined and defended?",READY,ready,measurement_basis_dispute
v3_edge_0081_04_ready_f1fcbb9730,FRS 101,"Under FRS 101, business purpose changed mid-period and management reclassified the item. When is reclassification appropriate and what documentation is essential?",READY,ready,classification_reclassification_edge
v3_edge_0081_05_ready_d47ee99c08,FRS 101,"Applying FRS 101, a transfer retained certain risks while passing legal title. How should derecognition be assessed in this mixed fact pattern?",READY,ready,derecognition_transfer_ambiguity
